text,intent,tema,lokasi,budget_min,budget_max,jumlah_tamu,tipe_acara,venue,waktu
butuh rekomendasi paketan lamaran+akad sunda di bogor untuk 600 orang untuk estimasi biaya venue hotel siang,estimasi_budget,sunda,bogor,0,0,600,lamaran+akad,hotel,siang
minta venue pantai di jakarta selatan sekitar 500 tamu maksimal 5-15 jutaan,cari_venue,rustic,jakarta selatan,5000000,15000000,500,lamaran,pantai,
tolong carikan catering sunda di yogyakarta buat 180 tamu kisaran limit 10000000 (~10M) weekdayberapa ya?,cari_catering,sunda,yogyakarta,0,10000000,180,resepsi,restoran,weekday
saya cari venue pantai di surabaya 100 pax hanya 150-200 jutaan pagicukup ga?,cari_venue,melayu,surabaya,150000000,200000000,100,resepsi,pantai,pagi
cari paket service resepsi melayu di pekanbaru kapasitas 200 untuk estimasi biaya venue taman weekday,estimasi_budget,melayu,pekanbaru,0,0,200,resepsi,taman,weekday
minta dekor mix_sunda_jawa akad di surakarta untuk 200 orang maksimal 90-120 jutaan venue restoran minggu siangada?,cari_dekor,mix_sunda_jawa,surakarta,90000000,120000000,200,akad,restoran,minggu siang
pengen catering minimalis di sentul buat 600 tamu hanya 60-80 jutaan venue cafe,cari_catering,minimalis,sentul,60000000,80000000,600,lamaran,cafe,
bisa bantu all in lamaran minimalis di garut untuk 200 orang kira kira 30-50 jutaan memungkinkan? venue rooftop weekdaytersedia?,tanya_kemungkinan,minimalis,garut,30000000,50000000,200,lamaran,rooftop,weekday
ingin tahu venue ballroom di surabaya buat 600 tamu kira kira 150-200 jutaan siang,cari_venue,internasional,surabaya,150000000,200000000,600,lamaran+akad,ballroom,siang
butuh rekomendasi paket lengkap resepsi mix_sunda_jawa di bandung sekitar 500 tamu sekitar 80-100 jutaan (~100M) memungkinkan? venue rumah malam,tanya_kemungkinan,mix_sunda_jawa,bandung,80000000,100000000,500,resepsi,rumah,malam
pengen paket lengkap lamaran+akad mix_sunda_jawa di makassar kapasitas 150 untuk estimasi biaya pagi,estimasi_budget,mix_sunda_jawa,makassar,0,0,150,lamaran+akad,cafe,pagi
minta layanan akad+resepsi style minimalis di depok 180 pax hanya sampai 5000000 (~5M) malamok?,cari_rekomendasi_paket,minimalis,depok,0,5000000,180,akad+resepsi,hotel,malam
mau tanya dekor minimalis resepsi di padang untuk 30 orang maksimal 5-15 jutaan (~15M) weekday,cari_dekor,minimalis,padang,5000000,15000000,30,resepsi,cafe,weekday
butuh info paketan lamaran internasional di bekasi kapasitas 550 untuk estimasi biaya venue restoran pagi,estimasi_budget,internasional,bekasi,0,0,550,lamaran,restoran,pagi
ingin tahu catering internasional di bekasi buat 350 tamu cuma 80-95 jutaan weekdaymuat?,cari_catering,internasional,bekasi,80000000,95000000,350,resepsi,ballroom,weekday
saya cari catering sunda di jakarta timur 50 undangan hanya 120-180 jutaan (~180M) sabtu malam,cari_catering,sunda,jakarta timur,120000000,180000000,50,akad+resepsi,rooftop,sabtu malam
ada paket paket lamaran+akad bugis di jakarta barat kapasitas 200 maksimal 200-300 jutaan memungkinkan? venue rooftop,tanya_kemungkinan,bugis,jakarta barat,200000000,300000000,200,lamaran+akad,rooftop,
ingin tahu dekor bugis lamaran+akad di semarang 180 pax maksimal maksimal 8000000gimana?,cari_dekor,bugis,semarang,0,8000000,180,lamaran+akad,masjid,
saya cari catering melayu di jakarta selatan 30 pax sampai plafon 5000000 venue taman weekdaytersedia?,cari_catering,melayu,jakarta selatan,0,5000000,30,lamaran+akad,taman,weekday
ingin tahu all in lamaran+akad rustic di jakarta selatan kapasitas 600 sekitar 100-150 jutaan (~150M) memungkinkan? venue villa weekdayrekomendasi?,tanya_kemungkinan,rustic,jakarta selatan,100000000,150000000,600,lamaran+akad,villa,weekday
ada paket service akad modern di garut sekitar 50 tamu sekitar 180-250 jutaan memungkinkan? venue gedung siang,tanya_kemungkinan,modern,garut,180000000,250000000,50,akad,gedung,siang
minta vendor pernikahan rustic di padang kapasitas 50 cuma 200-300 jutaan sabtu malamrekomendasi?,cari_vendor,rustic,padang,200000000,300000000,50,lamaran+akad,outdoor,sabtu malam
bisa bantu dekor batak lamaran+akad di pekanbaru 50 pax maksimal 150-187 jutaan venue masjid,cari_dekor,batak,pekanbaru,150000000,187500000,50,lamaran+akad,masjid,
butuh info all in lamaran style minimalis di depok untuk 500 orang sekitar 150-200 jutaantersedia?,cari_rekomendasi_paket,minimalis,depok,150000000,200000000,500,lamaran,rumah,
ada paket dekor jawa akad di cirebon untuk 250 orang range 40-55 jutaanmuat?,cari_dekor,jawa,cirebon,40000000,55000000,250,akad,gedung,
bisa bantu paketan lamaran+akad minimalis di jakarta barat 500 pax cuma 200-300 jutaan memungkinkan? venue villa pagi,tanya_kemungkinan,minimalis,jakarta barat,200000000,300000000,500,lamaran+akad,villa,pagi
ada paket paket lengkap akad+resepsi bugis di depok 200 pax untuk estimasi biaya venue rooftop weekday,estimasi_budget,bugis,depok,0,0,200,akad+resepsi,rooftop,weekday
pengen all in resepsi konsep batak di medan 550 pax cuma 90-120 jutaan venue kebun malam,cari_rekomendasi_paket,batak,medan,90000000,120000000,550,resepsi,kebun,malam
butuh info vendor pernikahan modern di sentul buat 550 tamu budget 60-75 jutaan sabtu malamok?,cari_vendor,modern,sentul,60000000,75000000,550,akad,gedung,sabtu malam
tolong carikan paket lamaran theme minang di tasikmalaya 150 undangan kisaran 5-15 jutaan (~15M) sabtu malamberapa ya?,cari_rekomendasi_paket,minang,tasikmalaya,5000000,15000000,150,lamaran,gedung,sabtu malam
minta venue cafe di depok untuk 80 orang sekitar 120-180 jutaan malam,cari_venue,jawa,depok,120000000,180000000,80,lamaran,cafe,malam
butuh rekomendasi dekor bugis lamaran di jakarta selatan 500 pax kisaran 60-75 jutaan weekdaytersedia?,cari_dekor,bugis,jakarta selatan,60000000,75000000,500,lamaran,rumah,weekday
minta venue ballroom di makassar buat 80 tamu maksimal 100-150 jutaan (~150M) malam,cari_venue,modern,makassar,100000000,150000000,80,lamaran,ballroom,malam
mau tanya all in lamaran+akad konsep mix_sunda_jawa di surakarta buat 180 tamu sampai 150-200 jutaan (~200M) venue hotel siang,cari_rekomendasi_paket,mix_sunda_jawa,surakarta,150000000,200000000,180,lamaran+akad,hotel,siang
mau tanya dekor rustic resepsi di surakarta 30 undangan budget plafon 5000000 venue masjid minggu siang,cari_dekor,rustic,surakarta,0,5000000,30,resepsi,masjid,minggu siang
minta paket lengkap lamaran+akad adat modern di cirebon 20 pax sampai 30-45 jutaan (~45M) venue taman malam,cari_rekomendasi_paket,modern,cirebon,30000000,45000000,20,lamaran+akad,taman,malam
ingin tahu venue ballroom di bandung 300 pax kira kira 10-25 jutaan (~25M) weekdaymungkin?,cari_venue,batak,bandung,10000000,25000000,300,resepsi,ballroom,weekday
rekomendasi layanan lamaran minang di malang untuk 50 orang untuk estimasi biaya weekday,estimasi_budget,minang,malang,0,0,50,lamaran,pantai,weekday
butuh rekomendasi venue rumah di bekasi sekitar 120 tamu maksimal 100-150 jutaan (~150M) malamgimana?,cari_venue,bugis,bekasi,100000000,150000000,120,akad,rumah,malam
ada paket bundle akad jawa di tasikmalaya buat 80 tamu maksimal 70-90 jutaan (~90M) memungkinkan? venue villarekomendasi?,tanya_kemungkinan,jawa,tasikmalaya,70000000,90000000,80,akad,villa,
butuh info catering minimalis di garut 50 pax sampai 60-80 jutaan pagiada?,cari_catering,minimalis,garut,60000000,80000000,50,resepsi,kebun,pagi
rekomendasi service resepsi melayu di jakarta pusat buat 400 tamu sekitar plafon 5000000 (~5M) memungkinkan? venue resort malam,tanya_kemungkinan,melayu,jakarta pusat,0,5000000,400,resepsi,resort,malam
cari paket dekor bugis akad di puncak 350 undangan sekitar 20-40 jutaan venue taman minggu siang,cari_dekor,bugis,puncak,20000000,40000000,350,akad,taman,minggu siang
minta venue cafe di tasikmalaya 600 undangan sekitar 120-180 jutaan (~180M),cari_venue,minimalis,tasikmalaya,120000000,180000000,600,akad,cafe,
minta paket lengkap akad+resepsi theme internasional di jakarta pusat 450 undangan cuma maksimal 20000000 (~20M) pagitersedia?,cari_rekomendasi_paket,internasional,jakarta pusat,0,20000000,450,akad+resepsi,rumah,pagi
butuh rekomendasi dekor jawa akad di bogor 500 pax range 180-232 jutaan minggu sianggimana?,cari_dekor,jawa,bogor,180000000,232500000,500,akad,rooftop,minggu siang
butuh info vendor pernikahan batak di jakarta selatan 100 pax cuma 120-180 jutaan venue pantai,cari_vendor,batak,jakarta selatan,120000000,180000000,100,lamaran,pantai,
tolong carikan dekor melayu lamaran+akad di bandung 300 pax maksimal 5-12 jutaan venue gedung minggu siang,cari_dekor,melayu,bandung,5000000,12500000,300,lamaran+akad,gedung,minggu siang
ingin tahu vendor pernikahan sunda di tasikmalaya kapasitas 400 budget 150-200 jutaan weekday,cari_vendor,sunda,tasikmalaya,150000000,200000000,400,resepsi,resort,weekday
minta paket lamaran+akad theme jawa di malang buat 450 tamu hanya sampai 5000000 malamgimana?,cari_rekomendasi_paket,jawa,malang,0,5000000,450,lamaran+akad,restoran,malam
minta all in lamaran+akad tema rustic di puncak 350 undangan cuma 20-40 jutaan sabtu malamrekomendasi?,cari_rekomendasi_paket,rustic,puncak,20000000,40000000,350,lamaran+akad,pantai,sabtu malam
tolong carikan vendor pernikahan internasional di medan 50 pax sampai 200-275 jutaan (~275M)gimana?,cari_vendor,internasional,medan,200000000,275000000,50,resepsi,masjid,
tolong carikan vendor pernikahan jawa di malang kapasitas 400 maksimal 150-200 jutaan venue villa sabtu malam,cari_vendor,jawa,malang,150000000,200000000,400,akad+resepsi,villa,sabtu malam
mau tanya dekor batak akad di surabaya 250 pax maksimal 70-85 jutaan (~85M) siang,cari_dekor,batak,surabaya,70000000,85000000,250,akad,masjid,siang
mau tanya catering modern di bandung buat 550 tamu sekitar 180-250 jutaan weekday,cari_catering,modern,bandung,180000000,250000000,550,resepsi,restoran,weekday
rekomendasi catering internasional di yogyakarta kapasitas 200 range 5-15 jutaan (~15M) malam,cari_catering,internasional,yogyakarta,5000000,15000000,200,akad+resepsi,pantai,malam
pengen venue cafe di surakarta kapasitas 200 kisaran 120-180 jutaan (~180M) weekday,cari_venue,minimalis,surakarta,120000000,180000000,200,resepsi,cafe,weekday
ada paket venue resort di medan buat 150 tamu range 90-120 jutaan weekdaymuat?,cari_venue,mix_sunda_jawa,medan,90000000,120000000,150,resepsi,resort,weekday
bisa bantu catering rustic di yogyakarta 300 undangan hanya 180-232 jutaan,cari_catering,rustic,yogyakarta,180000000,232500000,300,resepsi,restoran,
ingin tahu all in akad tema rustic di jakarta pusat buat 600 tamu kira kira 100-150 jutaan (~150M) sabtu malamrekomendasi?,cari_rekomendasi_paket,rustic,jakarta pusat,100000000,150000000,600,akad,hotel,sabtu malam
saya cari paket lengkap akad+resepsi batak di pekanbaru 250 pax range 70-90 jutaan memungkinkan? venue villa pagigimana?,tanya_kemungkinan,batak,pekanbaru,70000000,90000000,250,akad+resepsi,villa,pagi
butuh info paket lamaran jawa di makassar sekitar 450 tamu untuk estimasi biaya sabtu malam,estimasi_budget,jawa,makassar,0,0,450,lamaran,villa,sabtu malam
ingin tahu venue ballroom di yogyakarta untuk 100 orang cuma limit 10000000 (~10M),cari_venue,bugis,yogyakarta,0,10000000,100,akad,ballroom,
bisa bantu catering minang di bogor kapasitas 400 range 180-250 jutaan (~250M),cari_catering,minang,bogor,180000000,250000000,400,akad,kebun,
minta bundle lamaran+akad rustic di tasikmalaya buat 150 tamu untuk estimasi biaya minggu siangok?,estimasi_budget,rustic,tasikmalaya,0,0,150,lamaran+akad,rumah,minggu siang
butuh paket lengkap akad+resepsi rustic di semarang kapasitas 500 maksimal 60-75 jutaan (~75M) memungkinkan? venue resort malam,tanya_kemungkinan,rustic,semarang,60000000,75000000,500,akad+resepsi,resort,malam
butuh info dekor minimalis resepsi di malang kapasitas 30 cuma 20-40 jutaan malamtersedia?,cari_dekor,minimalis,malang,20000000,40000000,30,resepsi,ballroom,malam
tolong carikan catering sunda di sentul kapasitas 250 kira kira 200-300 jutaan venue resort weekday,cari_catering,sunda,sentul,200000000,300000000,250,lamaran,resort,weekday
ingin tahu dekor modern lamaran+akad di sentul buat 120 tamu sampai plafon 20000000 (~20M) venue resort pagi,cari_dekor,modern,sentul,0,20000000,120,lamaran+akad,resort,pagi
butuh rekomendasi vendor pernikahan bugis di pekanbaru kapasitas 250 sampai 100-150 jutaan (~150M) venue ballroom malam,cari_vendor,bugis,pekanbaru,100000000,150000000,250,lamaran,ballroom,malam
butuh info catering modern di pekanbaru untuk 300 orang cuma 60-80 jutaan (~80M) venue ballroom siangbisa?,cari_catering,modern,pekanbaru,60000000,80000000,300,lamaran+akad,ballroom,siang
ada paket vendor pernikahan internasional di surakarta buat 30 tamu range 100-137 jutaan siangmungkin?,cari_vendor,internasional,surakarta,100000000,137500000,30,akad,rooftop,siang
ingin tahu catering internasional di garut buat 550 tamu budget 120-180 jutaanberapa ya?,cari_catering,internasional,garut,120000000,180000000,550,lamaran,rooftop,
mau tanya bundle lamaran+akad adat jawa di cirebon untuk 120 orang hanya 90-120 jutaan (~120M) venue taman malamok?,cari_rekomendasi_paket,jawa,cirebon,90000000,120000000,120,lamaran+akad,taman,malam
ingin tahu dekor sunda lamaran di pekanbaru untuk 400 orang maksimal plafon 5000000 venue hotel weekday,cari_dekor,sunda,pekanbaru,0,5000000,400,lamaran,hotel,weekday
ingin tahu service lamaran minimalis di bogor 120 pax untuk estimasi biaya weekdayrekomendasi?,estimasi_budget,minimalis,bogor,0,0,120,lamaran,taman,weekday
pengen vendor pernikahan batak di jakarta pusat untuk 250 orang kisaran sampai 8000000 venue rumah sabtu malam,cari_vendor,batak,jakarta pusat,0,8000000,250,lamaran+akad,rumah,sabtu malam
ada paket catering minimalis di depok sekitar 180 tamu range 100-150 jutaan (~150M) malam,cari_catering,minimalis,depok,100000000,150000000,180,akad+resepsi,rumah,malam
rekomendasi service akad+resepsi internasional di padang 550 pax sekitar sampai 10000000 (~10M) memungkinkan? venue gedung pagirekomendasi?,tanya_kemungkinan,internasional,padang,0,10000000,550,akad+resepsi,gedung,pagi
ingin tahu vendor pernikahan batak di surakarta untuk 120 orang kira kira 90-112 jutaan venue gedung sabtu malam,cari_vendor,batak,surakarta,90000000,112500000,120,lamaran+akad,gedung,sabtu malam
ada paket paket lengkap lamaran melayu di yogyakarta buat 200 tamu maksimal limit 10000000 (~10M) memungkinkan? venue outdoor sabtu malam,tanya_kemungkinan,melayu,yogyakarta,0,10000000,200,lamaran,outdoor,sabtu malam
butuh info catering sunda di depok buat 100 tamu maksimal 80-100 jutaan pagi,cari_catering,sunda,depok,80000000,100000000,100,akad+resepsi,kebun,pagi
bisa bantu service lamaran modern di tasikmalaya sekitar 20 tamu range upper 10000000 memungkinkan? venue pantai sabtu malammuat?,tanya_kemungkinan,modern,tasikmalaya,0,10000000,20,lamaran,pantai,sabtu malam
saya cari service resepsi minimalis di malang 50 pax sampai limit 10000000 memungkinkan? venue cafe malam,tanya_kemungkinan,minimalis,malang,0,10000000,50,resepsi,cafe,malam
butuh rekomendasi layanan lamaran rustic di semarang 300 undangan maksimal 40-55 jutaan (~55M) memungkinkan? siangbisa?,tanya_kemungkinan,rustic,semarang,40000000,55000000,300,lamaran,ballroom,siang
rekomendasi service resepsi konsep sunda di surakarta untuk 400 orang kira kira 5-15 jutaan (~15M) venue masjid pagi,cari_rekomendasi_paket,sunda,surakarta,5000000,15000000,400,resepsi,masjid,pagi
pengen catering batak di jakarta barat 250 pax hanya 20-40 jutaan,cari_catering,batak,jakarta barat,20000000,40000000,250,lamaran+akad,hotel,
butuh info vendor pernikahan modern di medan 450 pax sampai 10-30 jutaan venue outdoor malamada?,cari_vendor,modern,medan,10000000,30000000,450,akad+resepsi,outdoor,malam
mau tanya venue hotel di makassar kapasitas 30 maksimal 200-300 jutaan (~300M) pagi,cari_venue,minimalis,makassar,200000000,300000000,30,lamaran,hotel,pagi
butuh catering bugis di bandung sekitar 30 tamu range 20-40 jutaan venue rooftop pagiada?,cari_catering,bugis,bandung,20000000,40000000,30,resepsi,rooftop,pagi
minta layanan akad theme modern di malang untuk 250 orang kira kira 120-165 jutaan (~165M) malamada?,cari_rekomendasi_paket,modern,malang,120000000,165000000,250,akad,resort,malam
butuh info vendor pernikahan melayu di bali buat 450 tamu maksimal 70-90 jutaan (~90M) venue villa malam,cari_vendor,melayu,bali,70000000,90000000,450,akad,villa,malam
ingin tahu dekor internasional akad di padang buat 550 tamu kisaran 20-35 jutaan venue taman malamada?,cari_dekor,internasional,padang,20000000,35000000,550,akad,taman,malam
pengen paketan lamaran+akad minang di semarang 600 undangan untuk estimasi biayarekomendasi?,estimasi_budget,minang,semarang,0,0,600,lamaran+akad,villa,
saya cari bundle lamaran mix_sunda_jawa di makassar 250 undangan untuk estimasi biaya venue restoran malamberapa ya?,estimasi_budget,mix_sunda_jawa,makassar,0,0,250,lamaran,restoran,malam
cari paket dekor modern akad di jakarta selatan kapasitas 20 sampai plafon 8000000 siang,cari_dekor,modern,jakarta selatan,0,8000000,20,akad,pantai,siang
pengen catering sunda di sentul untuk 300 orang cuma upper 5000000 weekdayberapa ya?,cari_catering,sunda,sentul,0,5000000,300,lamaran+akad,hotel,weekday
butuh rekomendasi layanan lamaran minimalis di cirebon sekitar 550 tamu range 20-40 jutaan memungkinkan? minggu siangmungkin?,tanya_kemungkinan,minimalis,cirebon,20000000,40000000,550,lamaran,hotel,minggu siang
bisa bantu catering internasional di bekasi buat 180 tamu hanya 100-150 jutaan sabtu malamcukup ga?,cari_catering,internasional,bekasi,100000000,150000000,180,resepsi,restoran,sabtu malam
tolong carikan catering mix_sunda_jawa di bogor buat 600 tamu hanya 70-85 jutaan (~85M)ada?,cari_catering,mix_sunda_jawa,bogor,70000000,85000000,600,akad,rooftop,
rekomendasi all in akad jawa di medan buat 250 tamu untuk estimasi biaya venue resort weekdaymungkin?,estimasi_budget,jawa,medan,0,0,250,akad,resort,weekday
ada paket vendor pernikahan melayu di malang sekitar 120 tamu budget 70-90 jutaan siang,cari_vendor,melayu,malang,70000000,90000000,120,lamaran+akad,hotel,siang
tolong carikan dekor jawa lamaran di medan 50 undangan hanya 120-180 jutaan venue kebun siang,cari_dekor,jawa,medan,120000000,180000000,50,lamaran,kebun,siang
ingin tahu catering minimalis di makassar 350 undangan kira kira 30-45 jutaan,cari_catering,minimalis,makassar,30000000,45000000,350,akad+resepsi,villa,
ada paket paketan resepsi konsep mix_sunda_jawa di bekasi sekitar 300 tamu kisaran 40-60 jutaan (~60M) venue resort malamgimana kira kiranya?,cari_rekomendasi_paket,mix_sunda_jawa,bekasi,40000000,60000000,300,resepsi,resort,malam
cari paket paket lengkap akad bugis di bali kapasitas 400 maksimal plafon 10000000 memungkinkan? sabtu malam,tanya_kemungkinan,bugis,bali,0,10000000,400,akad,kebun,sabtu malam
butuh info bundle akad rustic di bogor 30 undangan untuk estimasi biaya siangok?,estimasi_budget,rustic,bogor,0,0,30,akad,gedung,siang
tolong carikan bundle akad+resepsi internasional di padang buat 350 tamu sampai 200-275 jutaan (~275M) memungkinkan? siang,tanya_kemungkinan,internasional,padang,200000000,275000000,350,akad+resepsi,gedung,siang
tolong carikan paket lengkap resepsi konsep rustic di depok buat 180 tamu maksimal 90-120 jutaan venue gedung sabtu malam,cari_rekomendasi_paket,rustic,depok,90000000,120000000,180,resepsi,gedung,sabtu malam
bisa bantu catering melayu di sentul kapasitas 20 budget 10-30 jutaan venue masjid sabtu malam,cari_catering,melayu,sentul,10000000,30000000,20,lamaran+akad,masjid,sabtu malam
ada paket venue outdoor di yogyakarta untuk 600 orang hanya 120-180 jutaan sabtu malam,cari_venue,batak,yogyakarta,120000000,180000000,600,lamaran+akad,outdoor,sabtu malam
butuh info catering minang di bekasi 450 undangan budget 200-300 jutaan,cari_catering,minang,bekasi,200000000,300000000,450,lamaran,masjid,
butuh info venue ballroom di bali 30 pax sekitar 80-95 jutaan (~95M) pagiberapa ya?,cari_venue,minimalis,bali,80000000,95000000,30,lamaran,ballroom,pagi
ada paket paketan lamaran rustic di puncak 100 undangan untuk estimasi biaya venue resort pagigimana?,estimasi_budget,rustic,puncak,0,0,100,lamaran,resort,pagi
ada paket dekor minimalis akad+resepsi di sentul kapasitas 50 hanya 5-12 jutaan (~12M) malamada?,cari_dekor,minimalis,sentul,5000000,12500000,50,akad+resepsi,masjid,malam
ada paket service akad konsep melayu di padang 500 undangan cuma 150-200 jutaan venue pantai weekday,cari_rekomendasi_paket,melayu,padang,150000000,200000000,500,akad,pantai,weekday
pengen venue masjid di surakarta sekitar 550 tamu budget 20-40 jutaan (~40M) minggu siang,cari_venue,melayu,surakarta,20000000,40000000,550,resepsi,masjid,minggu siang
minta catering modern di jakarta barat 450 undangan cuma 10-25 jutaan (~25M) venue masjid malammungkin?,cari_catering,modern,jakarta barat,10000000,25000000,450,lamaran+akad,masjid,malam
cari paket paket resepsi bugis di makassar 300 undangan untuk estimasi biaya venue villa minggu siang,estimasi_budget,bugis,makassar,0,0,300,resepsi,villa,minggu siang
mau tanya venue villa di bekasi kapasitas 550 maksimal upper 5000000 pagiberapa ya?,cari_venue,jawa,bekasi,0,5000000,550,akad,villa,pagi
mau tanya dekor minimalis resepsi di sentul buat 600 tamu sampai 150-200 jutaan malamada?,cari_dekor,minimalis,sentul,150000000,200000000,600,resepsi,taman,malam
bisa bantu bundle akad+resepsi bugis di yogyakarta untuk 350 orang maksimal 100-150 jutaan memungkinkan? siang,tanya_kemungkinan,bugis,yogyakarta,100000000,150000000,350,akad+resepsi,rooftop,siang
minta service akad+resepsi bugis di sentul 100 pax cuma upper 8000000 memungkinkan? venue gedung siang,tanya_kemungkinan,bugis,sentul,0,8000000,100,akad+resepsi,gedung,siang
butuh rekomendasi venue rumah di makassar sekitar 500 tamu kisaran 120-180 jutaan (~180M) sianggimana kira kiranya?,cari_venue,internasional,makassar,120000000,180000000,500,resepsi,rumah,siang
butuh rekomendasi venue resort di bandung buat 250 tamu sampai 100-150 jutaan (~150M),cari_venue,jawa,bandung,100000000,150000000,250,akad,resort,
mau tanya paketan akad tema mix_sunda_jawa di sentul 80 pax budget 70-90 jutaan venue resort weekday,cari_rekomendasi_paket,mix_sunda_jawa,sentul,70000000,90000000,80,akad,resort,weekday
ingin tahu layanan akad+resepsi nuansa sunda di jakarta barat buat 250 tamu budget sampai 8000000 siang,cari_rekomendasi_paket,sunda,jakarta barat,0,8000000,250,akad+resepsi,pantai,siang
ingin tahu service lamaran+akad konsep batak di surabaya 250 pax cuma 30-50 jutaan sianggimana kira kiranya?,cari_rekomendasi_paket,batak,surabaya,30000000,50000000,250,lamaran+akad,kebun,siang
minta vendor pernikahan mix_sunda_jawa di depok 150 undangan hanya maksimal 20000000 (~20M) malamada?,cari_vendor,mix_sunda_jawa,depok,0,20000000,150,lamaran,restoran,malam
tolong carikan layanan akad+resepsi theme minimalis di surakarta untuk 120 orang budget 90-120 jutaan (~120M) venue restoran weekday,cari_rekomendasi_paket,minimalis,surakarta,90000000,120000000,120,akad+resepsi,restoran,weekday
mau tanya vendor pernikahan minang di bandung buat 200 tamu sekitar 180-250 jutaan (~250M) sabtu malamok?,cari_vendor,minang,bandung,180000000,250000000,200,lamaran+akad,taman,sabtu malam
butuh info vendor pernikahan bugis di jakarta barat sekitar 600 tamu cuma 120-180 jutaan venue rumah,cari_vendor,bugis,jakarta barat,120000000,180000000,600,lamaran,rumah,
ingin tahu layanan lamaran batak di padang untuk 250 orang untuk estimasi biaya venue rooftopok?,estimasi_budget,batak,padang,0,0,250,lamaran,rooftop,
pengen venue resort di malang untuk 400 orang hanya 30-45 jutaan malam,cari_venue,minimalis,malang,30000000,45000000,400,resepsi,resort,malam
ada paket bundle lamaran rustic di bogor untuk 350 orang budget 200-300 jutaan memungkinkan? weekday,tanya_kemungkinan,rustic,bogor,200000000,300000000,350,lamaran,kebun,weekday
butuh paket resepsi jawa di semarang 180 undangan sampai 60-80 jutaan memungkinkan? sabtu malammuat?,tanya_kemungkinan,jawa,semarang,60000000,80000000,180,resepsi,hotel,sabtu malam
butuh catering minimalis di semarang sekitar 50 tamu kira kira 40-55 jutaan,cari_catering,minimalis,semarang,40000000,55000000,50,lamaran,resort,
ingin tahu vendor pernikahan rustic di medan kapasitas 450 range 70-85 jutaan weekday,cari_vendor,rustic,medan,70000000,85000000,450,lamaran+akad,restoran,weekday
butuh rekomendasi venue outdoor di makassar buat 550 tamu sampai 20-40 jutaan,cari_venue,melayu,makassar,20000000,40000000,550,lamaran,outdoor,
ingin tahu venue ballroom di yogyakarta sekitar 450 tamu kira kira 120-165 jutaan (~165M) sabtu malamgimana?,cari_venue,rustic,yogyakarta,120000000,165000000,450,akad,ballroom,sabtu malam
mau tanya vendor pernikahan jawa di depok buat 350 tamu sampai 60-80 jutaan pagimuat?,cari_vendor,jawa,depok,60000000,80000000,350,resepsi,restoran,pagi
butuh info venue hotel di puncak 350 undangan kisaran plafon 5000000 sabtu malammuat?,cari_venue,jawa,puncak,0,5000000,350,akad+resepsi,hotel,sabtu malam
bisa bantu venue pantai di padang buat 600 tamu sekitar 150-200 jutaan (~200M) siangtersedia?,cari_venue,mix_sunda_jawa,padang,150000000,200000000,600,akad,pantai,siang
bisa bantu venue rumah di puncak sekitar 120 tamu kisaran 150-200 jutaan malamtersedia?,cari_venue,sunda,puncak,150000000,200000000,120,lamaran+akad,rumah,malam
pengen paket lengkap lamaran rustic di semarang kapasitas 500 kira kira 90-120 jutaan memungkinkan? venue villa siangbisa?,tanya_kemungkinan,rustic,semarang,90000000,120000000,500,lamaran,villa,siang
tolong carikan vendor pernikahan bugis di garut 100 undangan hanya 20-40 jutaan (~40M) siang,cari_vendor,bugis,garut,20000000,40000000,100,lamaran+akad,restoran,siang
ingin tahu all in lamaran+akad mix_sunda_jawa di makassar 200 pax range 60-75 jutaan memungkinkan? venue gedung weekdayada?,tanya_kemungkinan,mix_sunda_jawa,makassar,60000000,75000000,200,lamaran+akad,gedung,weekday
rekomendasi layanan lamaran adat modern di jakarta selatan 550 pax range 60-75 jutaan (~75M) venue rooftopada?,cari_rekomendasi_paket,modern,jakarta selatan,60000000,75000000,550,lamaran,rooftop,
rekomendasi vendor pernikahan jawa di makassar sekitar 20 tamu cuma 40-60 jutaan (~60M) venue masjid malam,cari_vendor,jawa,makassar,40000000,60000000,20,akad,masjid,malam
ingin tahu dekor minang resepsi di puncak sekitar 350 tamu sekitar 70-85 jutaan (~85M) venue hotel,cari_dekor,minang,puncak,70000000,85000000,350,resepsi,hotel,
mau tanya catering internasional di pekanbaru 50 pax maksimal 90-112 jutaan (~112M) venue cafe malam,cari_catering,internasional,pekanbaru,90000000,112500000,50,akad,cafe,malam
minta bundle akad+resepsi batak di bogor untuk 100 orang cuma 180-250 jutaan memungkinkan? venue taman malam,tanya_kemungkinan,batak,bogor,180000000,250000000,100,akad+resepsi,taman,malam
butuh layanan akad+resepsi batak di jakarta selatan 180 undangan maksimal maksimal 20000000 memungkinkan? malam,tanya_kemungkinan,batak,jakarta selatan,0,20000000,180,akad+resepsi,gedung,malam
butuh info all in resepsi batak di bandung 400 pax kisaran 150-187 jutaan memungkinkan? venue ballroom minggu siangok?,tanya_kemungkinan,batak,bandung,150000000,187500000,400,resepsi,ballroom,minggu siang
butuh rekomendasi venue pantai di padang untuk 150 orang budget 80-100 jutaangimana?,cari_venue,sunda,padang,80000000,100000000,150,lamaran,pantai,
tolong carikan paket akad sunda di makassar buat 500 tamu untuk estimasi biaya venue restoran sabtu malam,estimasi_budget,sunda,makassar,0,0,500,akad,restoran,sabtu malam
